Date,Time,batt_volt_Min,logger_temp,short_up_Avg,short_dn_Avg,long_up_Avg,long_dn_Avg,cnr4_T_C_Avg,cnr4_T_K_Avg,long_up_corr_Avg,long_dn_corr_Avg,Rs_net_Avg,Rl_net_Avg,albedo_Avg,Rn_Avg,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,Temp_C_Avg(1),Temp_C_Avg(2),Temp_C_Avg(3),Temp_C_Avg(4),H. suelo 60,Result2_Avg,T. suelo 60 cm,Result4_Avg,Result5_Avg,Result6_Avg,Result7_Avg,Result8_Avg,Result9_Avg,Riego
21/01/2018,15:30:00,12.77,21.72,461.01,105.98,-108.42,22.74,21.43,294.58,318.56,449.72,355.04,-131.16,0.23,223.88,20.20,12.44,6.12,315.07,12.59,21.64,25.59,24.98,25.28,0.24,0.04,20.70,69.20,0.04,14.40,13.35,14.58,14.21,0.00
21/01/2018,16:00:00,12.64,21.73,384.87,87.44,-107.06,17.03,21.26,294.41,318.90,442.99,297.43,-124.09,0.23,173.34,20.18,12.00,4.86,302.37,15.76,21.45,25.53,24.79,25.05,0.24,0.04,20.70,69.20,0.04,14.42,13.35,14.60,14.21,0.00
21/01/2018,16:30:00,12.40,21.61,299.11,66.65,-106.43,8.25,20.89,294.04,317.41,432.08,232.45,-114.67,0.22,117.78,20.11,12.09,5.23,304.47,15.24,21.15,25.20,24.40,24.58,0.24,0.04,20.70,69.20,0.04,14.42,13.34,14.61,14.21,0.00
21/01/2018,17:00:00,12.65,21.24,206.18,44.25,-105.84,-0.50,20.26,293.41,314.37,419.70,161.93,-105.33,0.21,56.60,19.83,11.35,4.83,300.53,12.89,20.53,24.38,23.55,23.62,0.24,0.04,20.70,69.20,0.04,14.44,13.34,14.62,14.20,0.00
21/01/2018,17:30:00,12.36,20.68,110.36,21.66,-104.87,-8.74,19.52,292.67,311.12,407.25,88.71,-96.13,0.19,-7.42,19.39,11.09,4.91,300.57,13.16,19.71,23.16,22.39,22.30,0.24,0.04,20.70,69.20,0.04,14.45,13.31,14.63,14.19,0.00
21/01/2018,18:00:00,12.22,19.72,21.46,4.79,-102.32,-13.43,18.25,291.40,306.53,395.42,16.67,-88.89,0.22,-72.22,18.38,11.82,4.52,298.43,9.46,18.27,21.20,20.54,20.26,0.24,0.04,20.70,69.20,0.04,14.51,13.25,14.69,14.13,0.00
21/01/2018,18:30:00,12.17,18.36,-4.71,1.27,-98.15,-14.55,16.67,289.82,301.87,385.47,-5.98,-83.60,-0.28,-89.58,17.08,13.76,3.80,287.33,9.87,16.09,18.40,17.89,17.42,0.24,0.04,20.68,69.17,0.04,14.57,13.18,14.75,14.06,0.00
21/01/2018,19:00:00,12.13,17.14,-5.12,1.01,-94.49,-12.84,15.49,288.64,299.07,380.72,-6.13,-81.65,-0.20,-87.78,15.87,19.27,4.11,286.70,10.67,14.23,15.86,15.53,14.87,0.24,0.04,20.62,69.08,0.04,14.59,13.15,14.77,14.03,0.00
21/01/2018,19:30:00,12.09,16.04,-4.99,0.99,-91.63,-11.83,14.50,287.65,296.54,376.35,-5.98,-79.80,-0.20,-85.78,14.86,24.62,3.84,295.07,9.63,12.63,13.60,13.48,12.63,0.24,0.04,20.53,68.95,0.04,14.61,13.13,14.79,14.02,0.00
21/01/2018,20:00:00,12.06,15.00,-4.74,1.13,-88.88,-11.04,13.61,286.76,294.50,372.34,-5.87,-77.84,-0.24,-83.71,14.00,28.27,3.75,295.07,9.05,11.10,11.47,11.57,10.56,0.24,0.04,20.50,68.91,0.04,14.63,13.12,14.81,14.01,0.00
21/01/2018,20:30:00,12.02,14.11,-4.55,1.16,-87.37,-10.38,12.92,286.07,292.34,369.33,-5.70,-76.99,-0.26,-82.69,13.28,29.23,4.02,301.47,9.85,9.82,9.64,9.96,8.81,0.24,0.04,20.50,68.90,0.04,14.63,13.12,14.81,14.01,0.00
21/01/2018,21:00:00,11.99,13.38,-4.58,1.23,-86.86,-11.53,12.64,285.79,291.39,366.72,-5.81,-75.33,-0.27,-81.14,13.09,28.19,3.20,302.57,9.33,8.84,8.18,8.71,7.45,0.24,0.04,20.50,68.90,0.04,14.63,13.12,14.81,14.01,0.00
21/01/2018,21:30:00,11.96,12.56,-4.72,1.16,-84.26,-11.53,11.54,284.69,288.18,360.91,-5.87,-72.73,-0.25,-78.60,12.03,30.37,2.58,302.57,8.27,7.68,6.57,7.28,5.92,0.24,0.04,20.50,68.90,0.04,14.63,13.13,14.80,14.01,0.00
21/01/2018,22:00:00,11.92,11.62,-4.44,1.43,-81.71,-11.55,10.63,283.78,286.02,356.17,-5.87,-70.16,-0.32,-76.02,11.24,30.48,2.28,335.70,7.69,6.21,4.69,5.57,4.12,0.24,0.04,20.50,68.90,0.04,14.62,13.13,14.80,14.02,0.00
21/01/2018,22:30:00,11.88,10.60,-3.80,2.07,-78.42,-11.46,9.34,282.49,282.68,349.63,-5.87,-66.95,-0.61,-72.82,10.47,30.77,1.19,322.00,19.84,4.61,2.69,3.74,2.20,0.24,0.04,20.50,68.90,0.04,14.63,13.12,14.81,14.02,0.00
21/01/2018,23:00:00,11.85,9.46,-4.05,1.61,-75.30,-10.92,8.09,281.24,279.44,343.82,-5.66,-64.39,-0.41,-70.05,8.77,36.26,1.57,256.70,10.42,2.73,0.42,1.65,0.02,0.24,0.04,20.50,68.90,0.04,14.65,13.11,14.83,14.01,0.00
21/01/2018,23:30:00,11.81,8.23,-3.01,1.68,-71.79,-8.66,6.85,280.00,276.75,339.87,-4.70,-63.13,-0.60,-67.82,7.66,38.49,1.45,287.70,10.56,0.65,-2.04,-0.64,-2.37,0.24,0.04,20.50,68.90,0.04,14.65,13.11,14.82,14.01,0.00
22/01/2018,00:00:00,11.78,7.21,-3.60,1.77,-71.27,-7.96,6.29,279.44,274.44,337.75,-5.37,-63.32,-0.53,-68.69,6.77,38.96,1.88,255.33,14.78,-1.02,-4.09,-2.51,-4.32,0.24,0.04,20.50,68.90,0.04,14.64,13.12,14.82,14.02,0.00
22/01/2018,00:30:00,11.75,6.47,-3.01,2.31,-69.52,-6.70,5.67,278.82,273.16,335.98,-5.32,-62.82,-0.82,-68.14,6.58,35.61,1.47,278.03,15.68,-2.12,-5.54,-3.75,-5.66,0.24,0.04,20.50,68.90,0.04,14.65,13.11,14.83,14.01,0.00
22/01/2018,01:00:00,11.72,5.92,-3.46,1.96,-70.22,-7.52,5.64,278.79,272.32,335.01,-5.42,-62.69,-0.61,-68.11,6.24,34.28,1.78,262.57,32.38,-2.82,-6.55,-4.58,-6.57,0.24,0.04,20.50,68.90,0.04,14.66,13.11,14.83,14.01,0.00
22/01/2018,01:30:00,11.70,5.58,-2.94,2.07,-70.54,-8.49,5.82,278.97,272.88,334.94,-5.01,-62.05,-0.80,-67.07,6.55,31.62,1.99,286.60,10.54,-3.15,-7.18,-5.02,-7.09,0.24,0.04,20.50,68.90,0.04,14.67,13.11,14.85,14.01,0.00
22/01/2018,02:00:00,11.67,5.28,-3.22,2.40,-69.78,-7.63,5.44,278.59,271.79,333.94,-5.62,-62.15,-0.76,-67.77,6.21,33.22,2.06,227.57,11.33,-3.33,-7.62,-5.32,-7.47,0.24,0.04,20.50,68.90,0.04,14.66,13.11,14.84,14.01,0.00
22/01/2018,02:30:00,11.65,4.92,-3.04,2.30,-68.26,-8.12,5.13,278.28,271.78,331.92,-5.34,-60.14,-0.76,-65.48,5.88,36.02,1.73,255.25,5.00,-3.63,-8.21,-5.74,-7.95,0.24,0.04,20.50,68.90,0.04,14.67,13.11,14.85,14.01,0.00
22/01/2018,03:00:00,11.63,4.65,-2.96,2.31,-67.55,-7.99,4.92,278.07,271.44,331.00,-5.27,-59.56,-0.79,-64.84,5.67,37.24,1.67,255.63,7.93,-3.95,-8.68,-6.11,-8.37,0.24,0.04,20.50,68.90,0.04,14.66,13.11,14.84,14.01,0.00
22/01/2018,03:30:00,11.61,4.24,-2.25,2.95,-66.63,-8.29,4.73,277.88,271.44,329.78,-5.21,-58.34,-1.45,-63.55,5.82,38.77,1.52,250.80,9.34,-4.50,-9.41,-6.74,-9.03,0.24,0.04,20.50,68.90,0.04,14.67,13.11,14.85,14.01,0.00
22/01/2018,04:00:00,11.59,4.06,-3.19,1.75,-66.60,-8.90,4.73,277.88,271.46,329.15,-4.94,-57.70,-0.63,-62.64,5.35,40.79,1.48,280.87,16.80,-4.57,-9.63,-6.84,-9.15,0.24,0.04,20.50,68.90,0.04,14.66,13.11,14.84,14.01,0.00
22/01/2018,04:30:00,11.57,3.86,-2.55,1.96,-66.28,-7.17,4.72,277.87,271.76,330.86,-4.51,-59.10,-0.98,-63.61,5.27,42.06,2.84,290.73,8.97,-4.76,-9.97,-7.07,-9.43,0.24,0.04,20.50,68.90,0.04,14.64,13.12,14.82,14.02,0.00
22/01/2018,05:00:00,11.55,3.93,-3.39,1.33,-67.32,-6.73,4.73,277.88,270.73,331.33,-4.72,-60.60,-0.42,-65.32,5.06,42.54,2.41,314.23,24.07,-4.31,-9.64,-6.65,-9.02,0.24,0.04,20.50,68.90,0.04,14.59,13.16,14.77,14.06,0.00
22/01/2018,05:30:00,11.53,3.55,-3.34,2.96,-65.56,-6.81,3.69,276.84,267.47,326.22,-6.30,-58.75,-0.99,-65.05,4.40,44.71,0.93,83.16,22.07,-4.75,-10.22,-7.18,-9.59,0.24,0.04,20.50,68.90,0.04,14.59,13.16,14.77,14.07,0.00
22/01/2018,06:00:00,11.52,2.79,-1.61,3.26,-63.69,-7.60,3.38,276.53,267.88,323.97,-4.87,-56.09,-1.62,-60.96,3.58,43.28,1.70,13.11,9.86,-6.10,-11.69,-8.60,-11.04,0.24,0.04,20.50,68.90,0.04,14.55,13.19,14.72,14.09,0.00
22/01/2018,06:30:00,11.50,2.56,-3.38,1.91,-66.27,-8.30,3.53,276.68,265.99,323.96,-5.29,-57.97,-0.67,-63.26,4.26,40.82,0.91,236.30,24.25,-6.41,-12.10,-8.92,-11.38,0.24,0.04,20.50,68.90,0.04,14.54,13.20,14.72,14.10,0.00
22/01/2018,07:00:00,11.48,2.02,-3.09,1.99,-63.17,-5.59,2.14,275.29,262.49,320.07,-5.08,-57.58,-0.56,-62.66,2.71,45.06,1.02,168.17,32.15,-7.21,-13.04,-9.81,-12.29,0.24,0.04,20.50,68.90,0.04,14.53,13.20,14.71,14.11,0.00
22/01/2018,07:30:00,11.48,1.33,3.88,5.20,-60.24,-3.40,1.40,274.55,261.92,318.76,-1.32,-56.84,-0.93,-58.15,2.07,43.85,0.64,103.64,7.20,-8.41,-14.38,-11.06,-13.58,0.24,0.04,20.50,68.90,0.04,14.51,13.22,14.68,14.13,0.00
22/01/2018,08:00:00,11.81,1.26,28.82,17.85,-63.29,-0.65,1.94,275.09,261.42,324.06,10.97,-62.64,0.63,-51.67,2.13,44.28,1.05,118.07,15.33,-8.55,-14.66,-11.24,-13.81,0.24,0.04,20.50,68.90,0.04,14.50,13.22,14.67,14.12,0.00
22/01/2018,08:30:00,12.61,2.66,90.50,38.86,-70.55,5.32,4.56,277.71,266.75,342.62,51.64,-75.87,0.44,-24.23,4.95,34.49,0.78,87.36,13.03,-5.87,-11.95,-8.37,-10.93,0.24,0.04,20.50,68.90,0.04,14.45,13.25,14.62,14.15,0.00
22/01/2018,09:00:00,12.51,5.42,173.44,59.37,-85.28,3.95,9.73,282.88,277.85,367.09,114.08,-89.24,0.34,24.84,8.43,24.63,0.73,26.69,19.52,-0.47,-6.20,-2.55,-5.07,0.24,0.04,20.50,68.90,0.04,14.42,13.27,14.60,14.17,0.00
22/01/2018,09:30:00,12.53,8.55,257.00,76.91,-96.85,6.74,13.52,286.67,286.10,389.69,180.09,-103.59,0.30,76.50,11.40,19.99,0.55,99.76,33.20,5.52,0.40,3.91,1.55,0.24,0.04,20.49,68.88,0.04,14.42,13.27,14.59,14.17,0.00
22/01/2018,10:00:00,12.37,11.35,336.55,95.33,-104.10,13.70,16.09,289.24,292.78,410.58,241.21,-117.80,0.28,123.41,13.09,16.99,0.59,280.67,51.91,10.61,6.30,9.45,7.41,0.23,0.04,20.49,68.89,0.04,14.39,13.27,14.57,14.18,0.00
22/01/2018,10:30:00,12.79,13.39,413.05,112.31,-106.47,21.97,17.24,290.39,296.74,425.18,300.74,-128.43,0.27,172.31,13.89,15.89,1.70,293.27,27.02,14.18,10.74,13.36,11.75,0.23,0.04,20.50,68.90,0.04,14.39,13.25,14.56,14.15,0.00
22/01/2018,11:00:00,12.82,14.49,480.69,127.89,-104.12,32.47,17.69,290.84,301.57,438.16,352.80,-136.59,0.27,216.21,15.07,14.51,2.44,312.63,17.84,15.91,13.14,15.26,14.05,0.24,0.04,20.50,68.90,0.04,14.41,13.22,14.59,14.13,0.00
22/01/2018,11:30:00,12.84,15.47,534.45,138.07,-107.95,37.56,19.48,292.63,307.81,453.33,396.38,-145.51,0.26,250.87,16.70,11.53,2.56,302.23,21.08,17.16,15.17,16.85,16.06,0.24,0.04,20.50,68.89,0.04,14.43,13.20,14.61,14.10,0.00
22/01/2018,12:00:00,12.85,16.45,573.20,144.00,-112.15,40.83,21.00,294.15,312.34,465.32,429.20,-152.98,0.25,276.23,17.92,9.70,2.69,299.70,23.05,18.13,17.12,18.35,17.96,0.24,0.04,20.50,68.90,0.04,14.45,13.17,14.63,14.07,0.00
22/01/2018,12:30:00,12.83,17.42,602.63,148.59,-112.76,44.22,21.59,294.74,315.11,472.10,454.04,-156.98,0.25,297.05,18.72,8.60,3.14,312.70,20.01,18.81,19.00,19.76,19.77,0.24,0.04,20.49,68.89,0.04,14.47,13.15,14.64,14.06,0.00
22/01/2018,13:00:00,12.81,18.51,616.23,149.18,-114.29,44.61,22.42,295.57,318.46,477.36,467.05,-158.90,0.24,308.15,19.75,7.50,3.47,303.30,17.81,19.62,21.03,21.43,21.70,0.24,0.04,20.48,68.88,0.04,14.47,13.14,14.64,14.06,0.00
22/01/2018,13:30:00,12.80,19.64,615.54,147.79,-114.82,43.37,22.61,295.76,319.03,477.22,467.75,-158.19,0.24,309.56,20.19,7.18,3.92,305.73,14.43,20.58,23.12,23.30,23.69,0.24,0.04,20.41,68.71,0.04,14.47,13.14,14.64,14.06,0.00
22/01/2018,14:00:00,12.80,20.69,598.14,142.45,-115.96,41.96,23.13,296.28,320.95,478.87,455.69,-157.92,0.24,297.76,20.71,6.82,3.68,310.90,17.83,21.58,25.02,24.99,25.41,0.24,0.04,20.31,68.52,0.04,14.47,13.14,14.64,14.07,0.00
22/01/2018,14:30:00,12.79,21.69,566.83,133.38,-115.94,37.33,23.54,296.69,323.41,476.68,433.45,-153.27,0.24,280.18,21.44,6.47,3.93,311.63,18.41,22.79,26.84,26.53,26.99,0.24,0.04,20.30,68.49,0.04,14.47,13.14,14.64,14.07,0.00
22/01/2018,15:00:00,12.81,22.58,522.38,121.39,-116.85,28.51,24.13,297.28,326.02,471.37,400.99,-145.36,0.23,255.63,22.52,5.98,5.07,305.50,15.76,23.92,28.50,27.90,28.43,0.24,0.04,20.29,68.48,0.04,14.47,13.13,14.64,14.07,0.00
22/01/2018,15:30:00,12.81,23.13,463.11,106.28,-115.36,20.62,23.71,296.86,325.00,460.98,356.83,-135.98,0.23,220.85,22.45,6.67,5.77,302.83,13.78,24.57,29.53,28.66,29.23,0.24,0.04,20.29,68.48,0.04,14.48,13.12,14.64,14.06,0.00
22/01/2018,16:00:00,12.83,23.35,386.35,87.82,-113.84,12.54,23.54,296.69,325.47,451.86,298.54,-126.38,0.23,172.15,22.55,7.32,5.81,297.50,12.05,24.71,29.82,28.78,29.33,0.24,0.04,20.30,68.50,0.04,14.50,13.10,14.67,14.05,0.00
22/01/2018,16:30:00,12.48,23.31,296.55,66.02,-110.11,4.34,22.98,296.13,325.90,440.35,230.54,-114.45,0.22,116.09,22.26,9.96,5.87,297.13,11.87,24.50,29.59,28.44,28.91,0.24,0.04,20.30,68.50,0.04,14.53,13.07,14.70,14.02,0.00
22/01/2018,17:00:00,12.50,22.88,204.81,43.84,-105.59,-2.44,21.85,295.00,323.83,426.98,160.97,-103.15,0.21,57.81,21.40,12.86,5.99,290.20,10.81,23.78,28.64,27.44,27.79,0.24,0.04,20.30,68.50,0.04,14.55,13.04,14.71,14.00,0.00
22/01/2018,17:30:00,12.43,22.06,105.21,20.93,-102.39,-8.80,20.49,293.64,319.14,412.73,84.28,-93.59,0.20,-9.31,20.30,15.52,5.36,290.17,11.28,22.45,26.89,25.71,25.89,0.24,0.04,20.16,68.30,0.04,14.57,12.99,14.74,13.95,0.00
22/01/2018,18:00:00,12.28,20.87,20.35,4.93,-98.41,-13.29,19.06,292.21,315.00,400.12,15.41,-85.12,-0.05,-69.71,19.22,16.92,4.33,291.03,11.35,20.50,24.38,23.29,23.30,0.24,0.04,20.10,68.20,0.04,14.59,12.97,14.75,13.93,0.00
22/01/2018,18:30:00,12.23,19.43,-4.48,1.03,-94.75,-13.41,17.43,290.58,309.51,390.85,-5.51,-81.34,-0.25,-86.85,17.77,21.19,4.16,287.53,10.71,18.18,21.40,20.44,20.26,0.24,0.04,20.10,68.20,0.04,14.60,12.96,14.76,13.92,0.00
22/01/2018,19:00:00,12.19,18.13,-4.94,0.96,-91.46,-12.75,16.25,289.40,306.28,384.99,-5.90,-78.71,-0.19,-84.61,16.61,25.27,3.94,284.90,10.43,16.13,18.64,17.90,17.52,0.24,0.04,20.10,68.20,0.04,14.56,12.98,14.72,13.95,0.00
22/01/2018,19:30:00,12.15,16.94,-4.80,1.18,-89.22,-12.46,15.15,288.30,302.46,379.23,-5.98,-76.77,-0.25,-82.75,15.60,29.01,3.31,275.87,9.51,14.34,16.19,15.65,15.07,0.24,0.04,20.10,68.20,0.04,14.56,12.97,14.73,13.96,0.00
22/01/2018,20:00:00,12.12,15.87,-4.51,1.42,-87.70,-12.07,14.31,287.46,299.44,375.07,-5.94,-75.63,-0.32,-81.56,14.83,29.32,3.34,282.93,10.08,12.74,13.96,13.66,12.91,0.24,0.04,20.10,68.20,0.04,14.55,12.98,14.71,13.97,0.00
22/01/2018,20:30:00,12.08,14.89,-4.62,1.25,-86.84,-12.40,13.46,286.61,295.75,370.20,-5.88,-74.45,-0.27,-80.32,13.94,30.72,3.13,286.70,8.43,11.33,11.97,11.90,11.00,0.24,0.04,20.10,68.20,0.04,14.53,13.00,14.69,13.98,0.00
22/01/2018,21:00:00,12.04,13.87,-4.66,1.26,-85.30,-11.96,12.39,285.54,291.60,364.95,-5.92,-73.35,-0.27,-79.27,12.89,32.56,2.80,284.53,8.47,9.81,9.91,10.04,9.02,0.24,0.04,20.08,68.17,0.04,14.53,13.00,14.69,13.98,0.00
22/01/2018,21:30:00,12.01,12.78,-4.30,1.58,-82.11,-11.30,11.22,284.37,288.69,359.50,-5.88,-70.81,-0.37,-76.69,11.83,35.02,2.32,288.70,7.92,8.10,7.69,8.02,6.88,0.24,0.04,20.05,68.10,0.04,14.48,13.03,14.64,14.02,0.00
22/01/2018,22:00:00,11.97,11.78,-4.07,1.76,-79.91,-11.34,10.44,283.59,286.82,355.39,-5.83,-68.57,-0.43,-74.40,11.13,37.19,2.04,287.37,8.43,6.54,5.65,6.20,4.94,0.24,0.04,19.99,67.98,0.04,14.47,13.04,14.63,14.03,0.00
22/01/2018,22:30:00,11.93,10.78,-3.59,2.27,-77.03,-11.34,9.45,282.60,284.61,350.30,-5.87,-65.69,-0.65,-71.56,10.44,39.79,1.59,279.40,8.32,5.00,3.67,4.42,3.04,0.24,0.04,19.96,67.91,0.04,14.42,13.07,14.58,14.06,0.00
22/01/2018,23:00:00,11.90,10.04,-3.49,1.97,-76.75,-10.84,9.23,282.38,283.77,349.68,-5.46,-65.91,-0.57,-71.38,9.97,42.31,2.29,285.93,5.56,3.91,2.17,3.15,1.67,0.24,0.04,19.93,67.87,0.04,14.42,13.07,14.58,14.06,0.00
22/01/2018,23:30:00,11.86,9.44,-3.52,1.95,-76.34,-10.27,8.89,282.04,282.46,348.53,-5.47,-66.07,-0.56,-71.55,9.55,43.77,2.34,284.70,6.71,3.15,1.03,2.21,0.63,0.23,0.04,19.93,67.85,0.04,14.39,13.09,14.55,14.08,0.00
23/01/2018,00:00:00,11.83,8.99,-3.72,1.63,-76.37,-9.70,8.68,281.83,281.33,348.00,-5.35,-66.67,-0.44,-72.02,9.25,44.53,2.46,292.63,7.43,2.65,0.19,1.55,-0.11,0.23,0.04,19.92,67.85,0.04,14.39,13.09,14.55,14.09,0.00
23/01/2018,00:30:00,11.80,8.51,-3.76,1.44,-75.11,-9.01,8.19,281.34,280.11,346.21,-5.20,-66.10,-0.38,-71.30,8.66,45.42,2.59,294.60,7.22,2.08,-0.69,0.83,-0.90,0.23,0.04,19.92,67.85,0.04,14.36,13.11,14.52,14.11,0.00
23/01/2018,01:00:00,11.76,7.91,-4.01,1.24,-72.66,-8.74,7.32,280.47,278.19,342.12,-5.26,-63.93,-0.31,-69.18,7.81,46.65,1.88,300.20,8.26,1.24,-1.82,-0.16,-1.95,0.23,0.04,19.93,67.85,0.04,14.32,13.13,14.48,14.13,0.00
23/01/2018,01:30:00,11.73,6.90,-3.24,2.71,-67.17,-6.16,5.55,278.70,274.90,335.91,-5.95,-61.01,-1.01,-66.96,6.72,49.43,0.47,236.13,15.40,-0.43,-3.76,-1.99,-3.84,0.23,0.04,19.92,67.85,0.04,14.32,13.14,14.47,14.14,0.00
23/01/2018,02:00:00,11.70,5.94,-3.54,2.32,-65.73,-5.50,5.03,278.18,273.80,334.02,-5.86,-60.23,-0.73,-66.09,5.34,51.40,1.88,99.40,7.78,-2.13,-5.74,-3.81,-5.73,0.23,0.04,19.93,67.86,0.04,14.33,13.13,14.48,14.13,0.00
23/01/2018,02:30:00,11.67,5.15,-3.30,2.74,-63.12,-5.05,4.33,277.48,273.01,331.07,-6.04,-58.07,-0.85,-64.10,4.56,52.68,1.52,111.33,4.52,-3.37,-7.24,-5.18,-7.15,0.23,0.04,19.93,67.87,0.04,14.32,13.13,14.48,14.13,0.00
23/01/2018,03:00:00,11.65,4.15,-2.48,3.02,-62.95,-6.43,4.12,277.27,272.16,328.68,-5.51,-56.52,-1.26,-62.03,4.22,54.09,1.59,95.05,2.84,-5.00,-9.19,-6.95,-9.01,0.23,0.04,19.93,67.87,0.04,14.33,13.13,14.49,14.13,0.00
23/01/2018,03:30:00,11.63,3.57,-2.49,3.19,-62.84,-7.66,4.15,277.30,272.41,327.59,-5.68,-55.18,-1.36,-60.86,3.76,53.71,1.33,98.60,4.22,-5.92,-10.30,-7.95,-10.07,0.23,0.04,19.94,67.88,0.04,14.29,13.15,14.45,14.16,0.00
23/01/2018,04:00:00,11.60,2.89,-2.57,2.80,-61.38,-7.31,3.70,276.85,271.71,325.78,-5.37,-54.07,-1.26,-59.44,3.37,56.32,1.02,97.10,5.56,-7.00,-11.61,-9.13,-11.31,0.23,0.04,19.93,67.87,0.04,14.28,13.16,14.43,14.17,0.00
23/01/2018,04:30:00,11.58,2.23,-2.75,2.28,-58.35,-4.48,2.65,275.80,269.74,323.61,-5.03,-53.87,-1.05,-58.90,2.10,58.49,1.19,83.59,6.35,-8.03,-12.85,-10.24,-12.48,0.23,0.04,19.92,67.84,0.04,14.27,13.17,14.43,14.18,0.00
23/01/2018,05:00:00,11.56,1.76,-2.46,2.61,-57.50,-3.27,2.40,275.55,269.40,323.63,-5.07,-54.23,-1.56,-59.30,2.35,53.42,1.90,92.77,8.56,-8.73,-13.75,-11.01,-13.31,0.23,0.04,19.91,67.83,0.04,14.27,13.16,14.43,14.17,0.00
23/01/2018,05:30:00,11.53,1.60,-2.55,2.44,-59.22,-6.72,2.99,276.14,270.48,322.98,-4.99,-52.50,-1.09,-57.49,2.90,54.13,1.37,90.93,7.81,-8.71,-13.91,-11.04,-13.39,0.23,0.04,19.91,67.83,0.04,14.26,13.17,14.41,14.19,0.00
23/01/2018,06:00:00,11.51,1.14,-3.49,1.71,-54.86,-2.29,1.50,274.65,267.78,320.36,-5.21,-52.57,-0.72,-57.78,1.68,60.64,0.51,70.02,7.40,-9.32,-14.68,-11.73,-14.13,0.23,0.04,19.92,67.83,0.04,14.27,13.17,14.42,14.18,0.00
23/01/2018,06:30:00,11.50,0.67,-2.13,3.65,-53.14,-0.79,0.98,274.13,267.04,319.39,-5.77,-52.35,-2.12,-58.12,1.30,55.13,1.22,98.23,6.51,-10.08,-15.59,-12.53,-14.97,0.23,0.04,19.91,67.82,0.04,14.26,13.17,14.42,14.19,0.00
23/01/2018,07:00:00,11.48,0.41,-2.71,1.81,-53.21,-1.72,1.05,274.20,267.30,318.79,-4.52,-51.49,-0.75,-56.01,0.99,57.10,1.08,91.13,11.28,-10.33,-15.97,-12.83,-15.30,0.23,0.04,19.90,67.81,0.04,14.25,13.18,14.40,14.19,0.00
23/01/2018,07:30:00,11.48,0.01,5.77,5.38,-49.91,3.35,-0.32,272.83,264.24,317.50,0.39,-53.26,0.74,-52.86,0.54,62.54,0.49,82.42,1.26,-10.88,-16.68,-13.42,-10.49,0.23,0.04,19.90,67.80,0.04,14.28,13.14,14.43,14.15,0.00
23/01/2018,08:00:00,11.76,0.57,30.38,18.00,-53.11,3.00,1.24,274.39,268.33,324.43,12.38,-56.10,0.60,-43.72,1.33,58.73,1.04,66.25,10.14,-9.77,-15.66,-12.26,-11.52,0.23,0.04,20.01,68.01,0.04,14.30,13.09,14.46,14.09,0.00
23/01/2018,08:30:00,12.66,2.29,82.51,37.39,-58.55,8.20,3.90,277.05,275.53,342.28,45.12,-66.75,0.48,-21.63,4.20,49.53,0.08,196.35,8.12,-6.30,-12.12,-8.65,-11.20,0.23,0.04,20.10,68.20,0.04,14.27,13.15,14.43,14.14,0.00
23/01/2018,09:00:00,12.38,4.97,172.84,59.24,-73.20,12.88,7.55,280.70,278.83,364.92,113.61,-86.08,0.35,27.52,7.83,36.70,0.32,290.80,12.20,-1.16,-6.63,-3.13,-5.61,0.23,0.04,20.09,68.18,0.04,14.28,13.12,14.44,14.11,0.00
23/01/2018,09:30:00,12.46,8.05,259.20,79.40,-84.48,15.89,11.64,284.79,288.54,388.90,179.80,-100.36,0.31,79.44,10.90,26.20,0.52,202.84,32.04,4.68,-0.19,3.19,0.88,0.23,0.04,20.08,68.16,0.04,14.31,13.06,14.47,14.06,0.00
23/01/2018,10:00:00,12.38,11.24,340.06,95.74,-95.89,16.29,15.63,288.78,298.44,410.62,244.32,-112.18,0.28,132.14,13.34,18.43,1.46,335.13,23.90,10.60,6.51,9.58,7.61,0.23,0.04,20.09,68.18,0.04,14.34,13.04,14.50,14.02,0.00
23/01/2018,10:30:00,12.70,13.38,414.81,111.51,-100.68,22.39,17.41,290.56,303.45,426.52,303.30,-123.07,0.27,180.23,14.47,17.04,2.06,344.83,18.99,14.34,11.14,13.69,12.14,0.23,0.04,20.10,68.19,0.04,14.35,13.03,14.51,14.01,0.00
23/01/2018,11:00:00,12.41,14.83,479.07,123.41,-102.31,30.94,18.72,291.87,309.19,442.44,355.66,-133.25,0.26,222.41,15.70,16.42,1.99,318.10,23.98,16.72,14.21,16.25,15.08,0.23,0.04,20.09,68.18,0.04,14.37,13.01,14.53,14.00,0.00
23/01/2018,11:30:00,12.44,15.84,531.77,135.23,-105.71,36.11,20.02,293.17,313.17,454.99,396.54,-141.82,0.25,254.72,16.88,14.56,2.38,288.87,24.22,18.10,16.34,17.91,17.18,0.23,0.04,19.98,67.97,0.04,14.38,13.00,14.54,13.99,0.00
23/01/2018,12:00:00,12.51,16.61,574.39,143.88,-107.12,41.63,21.10,294.25,317.93,466.68,430.51,-148.76,0.25,281.76,17.92,13.22,2.37,304.97,24.40,18.63,17.90,18.96,18.66,0.23,0.04,19.95,67.91,0.04,14.37,13.00,14.52,14.00,0.00
